0.0396 2.61416872184760e+00 0 0
0.0796 2.80244456202428e+00 0 0
0.1196 2.75436534445890e+00 0 0
0.1596 2.75874892253147e+00 0 0
0.1996 2.77956963328889e+00 0 0
0.2396 2.74838627232482e+00 0 0
0.2796 2.77850834552697e+00 0 0
0.3196 2.93946732769913e+00 0 0
0.3596 2.74484548731402e+00 0 0
0.3996 2.57055801708522e+00 0 0
0.4396 2.89998724264837e+00 0 0
0.4796 2.80201654002089e+00 0 0
0.5196 2.83139908545169e+00 0 0
0.5596 2.62397939204224e+00 0 0
0.5996 2.70675742822864e+00 0 0
0.6396 2.81192348580801e+00 0 0
0.6796 2.61845476535057e+00 0 0
0.7196 2.78023059438502e+00 0 0
0.7596 2.58240217041946e+00 0 0
0.7996 2.76756575214003e+00 0 0
0.8396 3.01779066367032e+00 0 0
0.8796 3.02380129625944e+00 0 0
0.9196 3.00461098732289e+00 0 0
0.9596 2.72781794284669e+00 0 0
0.9996 2.81678138685804e+00 0 0
1.0396 2.58101951976511e+00 0 0
1.0796 2.76340486417950e+00 0 0
1.1196 2.87981654559387e+00 0 0
1.1596 2.80501073639575e+00 0 0
1.1996 2.94195058227155e+00 0 0
1.2396 2.93662453955431e+00 0 0
1.2796 2.88029002154334e+00 0 0
1.3196 3.00232290954159e+00 0 0
1.3596 2.85802524120368e+00 0 0
1.3996 2.83355217783983e+00 0 0
1.4396 2.74523695049565e+00 0 0
1.4796 2.68540253700556e+00 0 0
1.5196 2.75442150670962e+00 0 0
1.5596 2.56905990342046e+00 0 0
1.5996 2.67154617426530e+00 0 0
1.6396 2.82184176478822e+00 0 0
1.6796 2.81712362692893e+00 0 0
1.7196 2.74759528029103e+00 0 0
1.7596 2.95958412670260e+00 0 0
1.7996 2.91237418237993e+00 0 0
1.8396 2.83576949114565e+00 0 0
1.8796 2.70945867753640e+00 0 0
1.9196 2.61018401362817e+00 0 0
1.9596 2.81038896166978e+00 0 0
1.9996 2.78738125568175e+00 0 0
2.0396 2.87492591979154e+00 0 0
2.0796 2.86488126321454e+00 0 0
2.1196 2.86329892273885e+00 0 0
2.1596 2.75091276329642e+00 0 0
2.1996 2.79903345964946e+00 0 0
2.2396 2.91124188879535e+00 0 0
2.2796 2.76886019752655e+00 0 0
2.3196 2.89392612921612e+00 0 0
2.3596 2.94368933149415e+00 0 0
2.3996 3.07219972207336e+00 0 0
2.4396 2.73865065304081e+00 0 0
2.4796 2.89338208348553e+00 0 0
2.5196 2.74183521787667e+00 0 0
2.5596 2.71419641629282e+00 0 0
2.5996 2.82189953160361e+00 0 0
2.6396 2.59700992353201e+00 0 0
2.6796 2.76274024232554e+00 0 0
2.7196 2.61004786169204e+00 0 0
2.7596 2.94836972034662e+00 0 0
2.7996 3.03406646300253e+00 0 0
2.8396 2.75222387129314e+00 0 0
2.8796 2.87062722096710e+00 0 0
2.9196 2.99552694285458e+00 0 0
2.9596 2.80753650491241e+00 0 0
2.9996 2.61951764955905e+00 0 0
3.0396 2.96779814123601e+00 0 0
3.0796 2.93483585913469e+00 0 0
3.1196 2.78399531444827e+00 0 0
3.1596 2.90684361114348e+00 0 0
3.1996 3.05830586580462e+00 0 0
3.2396 2.77882433074739e+00 0 0
3.2796 3.02817310201438e+00 0 0
