0.0396 5.93783478011137e+00 0 0
0.0796 5.97973155358426e+00 0 0
0.1196 5.56465224497869e+00 0 0
0.1596 5.52996137070475e+00 0 0
0.1996 5.54527206642093e+00 0 0
0.2396 5.61650809742927e+00 0 0
0.2796 5.47249661301461e+00 0 0
0.3196 5.93845885493755e+00 0 0
0.3596 5.89037967968060e+00 0 0
0.3996 5.90477693728906e+00 0 0
0.4396 5.95162813434267e+00 0 0
0.4796 5.86957448582979e+00 0 0
0.5196 5.87730423557370e+00 0 0
0.5596 6.00024164025767e+00 0 0
0.5996 5.97392442415973e+00 0 0
0.6396 5.66781914289869e+00 0 0
0.6796 5.83672513874432e+00 0 0
0.7196 5.80942216704165e+00 0 0
0.7596 6.10073246582479e+00 0 0
0.7996 5.72256773277943e+00 0 0
0.8396 5.31619368524458e+00 0 0
0.8796 5.57461861484705e+00 0 0
0.9196 5.78327001473145e+00 0 0
0.9596 5.89763883189624e+00 0 0
0.9996 5.97022844767504e+00 0 0
1.0396 5.99877492130448e+00 0 0
1.0796 6.06017417606360e+00 0 0
1.1196 5.74400626025097e+00 0 0
1.1596 5.72238229916449e+00 0 0
1.1996 5.78737307383436e+00 0 0
1.2396 6.02379976131864e+00 0 0
1.2796 5.94059135447487e+00 0 0
1.3196 6.02104440171521e+00 0 0
1.3596 5.98538898137351e+00 0 0
1.3996 5.85958006287156e+00 0 0
1.4396 5.79144704754566e+00 0 0
1.4796 5.74463388020963e+00 0 0
1.5196 5.57416832179032e+00 0 0
1.5596 5.69144458774947e+00 0 0
1.5996 5.77137801377624e+00 0 0
1.6396 5.62389397215291e+00 0 0
1.6796 5.69113233634077e+00 0 0
1.7196 5.66338009092120e+00 0 0
1.7596 5.68212694043425e+00 0 0
1.7996 5.61484629153659e+00 0 0
1.8396 5.73475053469526e+00 0 0
1.8796 5.85273510679317e+00 0 0
1.9196 5.60577230038942e+00 0 0
1.9596 5.84951222742018e+00 0 0
1.9996 5.72498511990244e+00 0 0
2.0396 5.69351480147163e+00 0 0
2.0796 5.72770112728209e+00 0 0
2.1196 5.67261672248300e+00 0 0
2.1596 5.74357074230597e+00 0 0
2.1996 5.67432285938915e+00 0 0
2.2396 5.64129738718816e+00 0 0
2.2796 5.69109195759944e+00 0 0
2.3196 5.61902752155045e+00 0 0
2.3596 5.52981240557641e+00 0 0
2.3996 5.45908659904691e+00 0 0
2.4396 5.64044799707258e+00 0 0
2.4796 5.32476557511787e+00 0 0
2.5196 5.23253799773233e+00 0 0
2.5596 5.14527152861457e+00 0 0
2.5996 5.32276369776031e+00 0 0
2.6396 5.21036592618233e+00 0 0
2.6796 5.33201961246582e+00 0 0
2.7196 5.23963931644463e+00 0 0
2.7596 5.25324592626876e+00 0 0
2.7996 5.37556677906004e+00 0 0
2.8396 5.36826409676403e+00 0 0
2.8796 5.40007521230064e+00 0 0
2.9196 5.33396495924485e+00 0 0
2.9596 5.10537370964958e+00 0 0
2.9996 5.22813333220283e+00 0 0
3.0396 4.97098007862415e+00 0 0
3.0796 5.16648491283283e+00 0 0
3.1196 5.09288615571586e+00 0 0
3.1596 5.11939284028339e+00 0 0
3.1996 5.09449505134040e+00 0 0
3.2396 4.89440388237598e+00 0 0
3.2796 5.14103748096131e+00 0 0
3.3196 5.35425058354844e+00 0 0
3.3596 5.24718799507596e+00 0 0
3.3996 5.35482739825760e+00 0 0
3.4396 5.48308725050443e+00 0 0
3.4796 5.52477427611290e+00 0 0
3.5196 5.33782466155858e+00 0 0
3.5596 5.35825341798721e+00 0 0
3.5996 5.33267296642673e+00 0 0
3.6396 5.31028503957226e+00 0 0
3.6796 5.37055512273551e+00 0 0
3.7196 5.33749490206693e+00 0 0
3.7596 5.35165882674434e+00 0 0
3.7996 5.23438391576166e+00 0 0
3.8396 5.30701037086973e+00 0 0
3.8796 5.44711225187729e+00 0 0
3.9196 5.17238521468145e+00 0 0
3.9596 5.12979722109632e+00 0 0
3.9996 5.21787507496232e+00 0 0
4.0396 5.13523444365901e+00 0 0
